Change,Analyst,Recommendation,Date
Upgrade,Odeon Capital,Sell to Hold,9/30/2022
Downgrade,Raymond James,Market Perform to Underperform,9/1/2022
Downgrade,Wedbush,Neutral to Underperform,8/18/2022
Downgrade,B. Riley Securities,Neutral to Sell,8/16/2022
Downgrade,Baird,Neutral to Underperform,8/9/2022
Downgrade,Odeon Capital,Buy to Hold,8/8/2022
Maintains,B. Riley Securities,to Neutral,6/30/2022
Maintains,Loop Capital,to Sell,6/30/2022
Maintains,Morgan Stanley,to Underweight,6/30/2022
Maintains,Telsey Advisory Group,to Underperformer,6/30/2022
Maintains,Keybanc,to Underweight,6/30/2022
Maintains,Keybanc,to Underweight,6/28/2022
Maintains,Baird,to Neutral,6/27/2022
Downgrade,B. Riley Securities,Buy to Neutral,6/27/2022
Maintains,B of A Securities,to Underperform,6/22/2022
Maintains,UBS,to Sell,6/22/2022
Maintains,Wedbush,to Neutral,6/22/2022
Maintains,Telsey Advisory Group,to Underperform,6/22/2022
Maintains,Keybanc,to Underweight,6/13/2022
Maintains,Wells Fargo,to Underweight,6/8/2022
Maintains,B. Riley Securities,to Buy,5/17/2022
Maintains,Morgan Stanley,to Underweight,4/14/2022
Maintains,Goldman Sachs,to Sell,8/31/2022
Downgrade,Telsey Advisory Group,Market Perform to Underperform,4/14/2022
Maintains,B. Riley Securities,to Buy,3/28/2022
Maintains,Telsey Advisory Group,to Market Perform,3/8/2022
Maintains,Goldman Sachs,to Sell,1/10/2022
Maintains,Telsey Advisory Group,to Market Perform,1/7/2022
Maintains,Keybanc,to Underweight,1/7/2022
Maintains,Keybanc,to Underweight,1/5/2022
Maintains,UBS,to Sell,1/4/2022
Downgrade,Loop Capital,Hold to Sell,11/3/2021
Maintains,Telsey Advisory Group,to Market Perform,11/3/2021
Downgrade,Morgan Stanley,Equal-Weight to Underweight,10/14/2021
Maintains,Keybanc,to Underweight,10/14/2021
Maintains,Morgan Stanley,to Equal-Weight,10/4/2021
Maintains,Credit Suisse,to Neutral,10/1/2021
Maintains,Telsey Advisory Group,to Market Perform,10/1/2021
Maintains,Keybanc,to Underweight,10/1/2021
Maintains,Telsey Advisory Group,to Market Perform,9/27/2021
Maintains,Morgan Stanley,to Equal-Weight,7/13/2021
Maintains,Credit Suisse,to Neutral,7/9/2021
Maintains,Baird,to Neutral,7/1/2021
Maintains,Loop Capital,to Hold,7/1/2021
Initiated,B. Riley Securities,to Buy,7/1/2021
Maintains,Telsey Advisory Group,to Market Perform,7/1/2021
Upgrade,B of A Securities,Neutral to Buy,6/24/2021
Maintains,Morgan Stanley,to Equal-Weight,4/23/2021
Maintains,Telsey Advisory Group,to Market Perform,4/15/2021
Maintains,Keybanc,to Underweight,4/15/2021
Upgrade,Odeon Capital,Hold to Buy,2/3/2021
Downgrade,KeyBanc,Sector Weight to Underweight,2/1/2021
Downgrade,B of A Securities,Buy to Neutral,1/28/2021
Downgrade,Telsey Advisory Group,Outperform to Market Perform,1/28/2021
Downgrade,Standpoint Research,Buy to Hold,1/27/2021
Downgrade,Wedbush,Outperform to Neutral,1/27/2021
Downgrade,Baird,Outperform to Neutral,1/27/2021
Downgrade,Raymond James,Strong Buy to Market Perform,1/26/2021
Upgrade,Telsey Advisory Group,Market Perform to Outperform,10/29/2020
Upgrade,Morgan Stanley,Underweight to Equal-Weight,10/29/2020
Maintains,Raymond James,to Strong Buy,10/14/2020
Maintains,Raymond James,to Strong Buy,10/2/2020
Maintains,B of A Securities,to Buy,9/25/2020
Upgrade,Baird,Neutral to Outperform,9/24/2020
Maintains,Raymond James,to Strong Buy,9/23/2020
Maintains,Morgan Stanley,to Underweight,7/9/2020
Maintains,Raymond James,to Strong Buy,7/9/2020
Maintains,UBS,to Neutral,7/9/2020
Maintains,Raymond James,to Strong Buy,7/7/2020
Maintains,B of A Securities,to Buy,6/26/2020
Maintains,Wedbush,to Outperform,6/16/2020
Maintains,Wells Fargo,to Underweight,6/10/2020
Maintains,JP Morgan,to Neutral,4/17/2020
Maintains,UBS,to Neutral,4/16/2020
Maintains,CFRA,to Sell,4/16/2020
Maintains,Credit Suisse,to Neutral,4/16/2020
Maintains,Raymond James,to Strong Buy,4/16/2020
Maintains,Wells Fargo,to Underweight,3/23/2020
Downgrade,KeyBanc,Overweight to Sector Weight,3/20/2020
Maintains,Loop Capital,to Hold,2/12/2020
Maintains,Raymond James,to Strong Buy,2/12/2020
Maintains,KeyBanc,to Overweight,2/12/2020
Initiated,Odeon Capital,to Buy,1/24/2020
Reiterates,Loop Capital,to Hold,12/18/2019
Maintains,Wedbush,to Outperform,12/17/2019
Upgrade,KeyBanc,Sector Weight to Overweight,10/15/2019
Upgrade,Telsey Advisory Group,Market Perform to Outperform,10/10/2019
Maintains,UBS,to Neutral,10/3/2019
Maintains,Jefferies,to Hold,10/3/2019
Maintains,Loop Capital,to Hold,10/3/2019
Upgrade,Wedbush,Neutral to Outperform,9/30/2019
Upgrade,Evercore ISI Group,Underperform to In-Line,8/9/2019
Maintains,Raymond James,to Strong Buy,7/12/2019
Maintains,Morgan Stanley,to Equal-Weight,7/12/2019
Maintains,Citigroup,to Neutral,7/11/2019
Initiated,Goldman Sachs,to Sell,7/11/2019
Maintains,UBS,Neutral to Neutral,4/11/2019
Maintains,Wedbush,Neutral to Neutral,4/11/2019
Maintains,Deutsche Bank,Hold to Hold,4/11/2019
Upgrade,Morgan Stanley,Underweight to Equal-Weight,4/5/2019
Upgrade,Citigroup,Sell to Neutral,4/1/2019
Upgrade,Bank of America,Underperform to Buy,3/26/2019
Upgrade,Raymond James,Market Perform to Strong Buy,3/26/2019
Initiated,Evercore ISI Group,to Underperform,3/20/2019
Downgrade,Barclays,Equal-Weight to Underweight,3/4/2019
Downgrade,Loop Capital,Hold to Sell,2/11/2019
Maintains,Citigroup,Sell to Sell,12/3/2018
Downgrade,Argus,Buy to Hold,10/1/2018
Maintains,Morgan Stanley,Underweight to Underweight,9/28/2018
Maintains,Bank of America,Underperform to Underperform,9/27/2018
Maintains,JP Morgan,Underweight to Underweight,9/27/2018
Maintains,Deutsche Bank,Hold to Hold,9/27/2018
Maintains,Citigroup,Sell to Sell,9/27/2018
Maintains,KeyBanc,Underweight to Underweight,9/27/2018
Upgrade,Raymond James,Underperform to Market Perform,9/17/2018
Downgrade,Standpoint Research,Buy to Hold,8/14/2018
Initiated,Wells Fargo,to Underperform,4/24/2018
Maintains,Bank of America,Underperform to Underperform,4/12/2018
Maintains,Wedbush,Neutral to Neutral,4/12/2018
Maintains,Credit Suisse,Neutral to Neutral,4/12/2018
Maintains,Morgan Stanley,Underweight to Underweight,4/12/2018
Maintains,KeyBanc,Underweight to Underweight,4/12/2018
Maintains,Deutsche Bank,Hold to Hold,4/10/2018
Downgrade,JP Morgan,Neutral to Underweight,1/26/2018
Initiated,Moffett Nathanson,to Neutral,12/4/2017
Maintains,KeyBanc,to Underweight,11/15/2017
Maintains,Bank of America,to Underperform,9/20/2017
Maintains,Barclays,to Equal-Weight,9/20/2017
Maintains,Baird,to Neutral,9/18/2017
Upgrade,Loop Capital,Sell to Hold,5/12/2017
Downgrade,Raymond James,Strong Buy to Market Perform,12/22/2016
Initiated,Loop Capital,to Sell,12/20/2016
Maintains,UBS,to Neutral,9/22/2016
Maintains,Citigroup,to Sell,9/22/2016
Maintains,JP Morgan,to Neutral,6/23/2016
Maintains,Goldman Sachs,to Sell,6/23/2016
Maintains,Credit Suisse,to Neutral,6/23/2016
Maintains,UBS,to Neutral,6/15/2016
Initiated,Topeka,to Sell,5/24/2016
Maintains,Citigroup,to Sell,4/7/2016
Maintains,Credit Suisse,to Neutral,3/31/2016
Initiated,Barclays,to Equal-Weight,3/30/2016
Downgrade,Oppenheimer,Outperform to Sector Perform,2/12/2016
Downgrade,Citigroup,Neutral to Sell,1/27/2016
Downgrade,KeyBanc,Sector Weight to Underweight,1/27/2016
Downgrade,BB&T Capital,Hold to Underweight,1/19/2016
Upgrade,Standpoint Research,Hold to Buy,1/15/2016
Maintains,Baird,to Neutral,1/8/2016
Downgrade,SunTrust Robinson Humphrey,Buy to Neutral,12/23/2015
Maintains,Credit Suisse,to Neutral,12/18/2015
Initiated,Jefferies,to Hold,10/8/2015
Maintains,Citigroup,to Neutral,9/28/2015
Maintains,Cantor Fitzgerald,to Buy,9/25/2015
Upgrade,Telsey Advisory Group,Underperform to Market Perform,9/25/2015
Maintains,Credit Agricole,to Neutral,9/25/2015
Initiated,Longbow Research,to Neutral,7/14/2015
Maintains,Morgan Stanley,to Underweight,6/25/2015
Initiated,Cantor Fitzgerald,to Buy,4/21/2015
Maintains,Deutsche Bank,to Hold,4/9/2015
Upgrade,Oppenheimer,Market Perform to Outperform,1/26/2015
Maintains,Nomura,to Neutral,1/9/2015
Maintains,Deutsche Bank,to Hold,1/8/2015
Maintains,Barclays,to Overweight,1/6/2015
Maintains,Citigroup,to Neutral,1/5/2015
Upgrade,Canaccord Genuity,Hold to Buy,1/2/2015
Downgrade,Standpoint Research,Buy to Hold,12/22/2014
Maintains,Nomura,to Neutral,9/24/2014
Maintains,Bank of America,to Underperform,9/24/2014
Downgrade,Oppenheimer,Outperform to Market Perform,8/1/2014
Initiated,Nomura,to Neutral,7/17/2014
Downgrade,Bank of America,Neutral to Underperform,7/7/2014
Maintains,Raymond James,to Strong Buy,6/26/2014
Maintains,JP Morgan,to Neutral,6/26/2014
Maintains,Deutsche Bank,to Hold,6/26/2014
Maintains,Citigroup,to Neutral,6/26/2014
Maintains,Barclays,to Overweight,6/26/2014
Maintains,UBS,to Neutral,6/24/2014
Initiated,Morgan Stanley,to Underweight,6/24/2014
Downgrade,Wolfe Research,to Underperform,6/10/2014
Maintains,Citigroup,Buy to Neutral,4/11/2014
Maintains,Deutsche Bank,to Hold,4/10/2014
Maintains,JP Morgan,to Neutral,4/10/2014
Downgrade,Citigroup,Buy to Neutral,4/10/2014
Maintains,Credit Suisse,to Neutral,4/10/2014
Downgrade,Bank of America,Buy to Neutral,4/10/2014
Maintains,Barclays,to Overweight,4/10/2014
Maintains,Canaccord Genuity,to Hold,3/10/2014
Upgrade,Standpoint Research,Hold to Buy,1/29/2014
Downgrade,Gilford Securities,Buy to Neutral,1/9/2014
Downgrade,Credit Suisse,Outperform to Neutral,1/9/2014
Downgrade,Canaccord Genuity,Buy to Hold,10/30/2013
Downgrade,Deutsche Bank,Buy to Hold,7/26/2013
Downgrade,BB&T Capital,Buy to Hold,7/26/2013
Upgrade,Oppenheimer,Perform to Outperform,7/25/2013
Upgrade,Bank of America,Neutral to Buy,6/28/2013
Maintains,Nomura,to Buy,6/27/2013
Maintains,Deutsche Bank,to Buy,6/27/2013
Maintains,Wedbush,to Outperform,6/21/2013
Maintains,Morgan Stanley,to Underweight,6/5/2013
Upgrade,Nomura,Neutral to Buy,6/5/2013
Downgrade,Jefferies,Buy to Hold,5/20/2013
Downgrade,ISI Group,Neutral to,5/8/2013
Downgrade,Oppenheimer,Outperform to Perform,5/3/2013
Maintains,Jefferies,to Buy,4/17/2013
Maintains,Citigroup,to Buy,4/12/2013
Maintains,UBS,to Neutral,4/11/2013
Downgrade,Standpoint Research,Buy to Hold,4/11/2013
Maintains,Nomura,to Neutral,4/11/2013
Maintains,Canaccord Genuity,to Buy,4/11/2013
Maintains,Morgan Stanley,to Underweight,4/11/2013
Maintains,Goldman Sachs,to Sell,4/11/2013
Maintains,Credit Suisse,to Outperform,4/11/2013
Maintains,UBS,to Neutral,4/4/2013
Upgrade,Citigroup,Neutral to Buy,2/5/2013
Downgrade,Goldman Sachs,Neutral to Sell,1/28/2013
Upgrade,Oppenheimer,Perform to Outperform,1/24/2013
Maintains,Canaccord Genuity,to Buy,1/8/2013
Maintains,Citigroup,to Neutral,12/21/2012
Maintains,Barclays,to Overweight,12/20/2012
Maintains,Morgan Stanley,to Underweight,12/20/2012
Maintains,ISI Group,to Hold,12/20/2012
Downgrade,Bank of America,Buy to Neutral,12/20/2012
Maintains,Credit Suisse,to Outperform,12/20/2012
Maintains,Deutsche Bank,to Buy,12/20/2012
Maintains,Goldman Sachs,to Neutral,12/14/2012
Maintains,Nomura,to Neutral,12/14/2012
Initiated,Standpoint Research,to Buy,12/7/2012
Maintains,Jefferies,to Buy,12/7/2012
Maintains,Citigroup,to Neutral,9/21/2012
Maintains,UBS,to Neutral,9/20/2012
Maintains,Bank of America,to Buy,9/20/2012
Maintains,Goldman Sachs,to Neutral,9/20/2012
Maintains,Canaccord Genuity,to Buy,9/20/2012
Maintains,Goldman Sachs,to Neutral,9/19/2012
Maintains,UBS,to Neutral,9/18/2012
Downgrade,Oppenheimer,Outperform to Perform,9/18/2012
Upgrade,Canaccord Genuity,Hold to Buy,8/13/2012
Maintains,JP Morgan,to Neutral,7/6/2012
Upgrade,BB&T Capital,to Buy,6/29/2012
Maintains,UBS,to Neutral,6/21/2012
Maintains,Bank of America,to Buy,6/21/2012
Upgrade,Credit Suisse,to Buy,5/11/2012
Maintains,Oppenheimer,to Outperform,5/1/2012
Downgrade,Canaccord Genuity,to Hold,4/12/2012
Maintains,UBS,to Neutral,4/5/2012
Maintains,Bank oferica,to Buy,4/5/2012
Maintains,Wedbush,to Outperform,4/5/2012
Maintains,Canaccord Genuity,to Buy,4/5/2012
Maintains,Citigroup,to Neutral,4/5/2012
Maintains,Jefferies,to Buy,4/5/2012
Maintains,Credit Suisse,to Neutral,4/5/2012
Maintains,Morgan Stanley,to Underweight,4/5/2012
Maintains,UBS,to Neutral,4/3/2012
Initiated,Canaccord Genuity,to Buy,3/26/2012
Maintains,Deutsche Bank,to Buy,3/20/2012
